"date","TA","Pr","WS","WD","QV"
2018-01-12 09:00:00,267.55,101380,8.2,320,0.0011159335628739
2018-01-12 10:00:00,267.55,101430,8.8,330,0.00111538347524807
2018-01-12 11:00:00,268.15,101630,8.8,320,0.00118118556957323
2018-01-12 12:00:00,268.15,101710,6.7,350,0.00118025653186029
2018-01-12 13:00:00,267.55,101830,8.8,360,0.000971861902860145
2018-01-12 14:00:00,267.05,101900,8.8,360,0.000888168816764477
2018-01-12 15:00:00,267.05,102030,7.7,360,0.000812308990907206
2018-01-12 16:00:00,267.05,102140,8.8,360,0.000811434190540862
2018-01-12 17:00:00,267.05,102080,11.3,10,0.000811911120661438
2018-01-12 18:00:00,267.05,102080,10.3,360,0.000845135869678131
2018-01-12 19:00:00,266.45,102090,10.8,360,0.00076467558018645
2018-01-12 20:00:00,266.45,102220,11.3,360,0.000763703109577495
2018-01-12 21:00:00,266.45,102360,9.3,360,0.00072665565166399
2018-01-12 22:00:00,266.45,102500,9.8,350,0.000696867195211057
2018-01-12 23:00:00,266.45,102550,8.2,360,0.000725309362327557
2018-01-13 00:00:00,265.95,102660,8.2,350,0.000661781504624321
2018-01-13 01:00:00,265.95,102730,8.2,360,0.000547685809011484
2018-01-13 02:00:00,265.35,102820,11.3,340,0.000470076042029723
2018-01-13 03:00:00,264.85,102900,8.2,350,0.000446548605047743
2018-01-13 04:00:00,264.25,102970,10.3,340,0.000402623439884322
2018-01-13 05:00:00,263.75,103060,9.3,340,0.000331035538837565
2018-01-13 06:00:00,263.15,103090,7.2,350,0.000327476387906156
2018-01-13 07:00:00,262.55,103150,8.2,340,0.000320950632717206
2018-01-13 08:00:00,262.05,103220,7.7,330,0.000304544510790449
2018-01-13 09:00:00,261.45,103290,6.7,330,0.000285915048894879
2018-01-13 10:00:00,260.95,103320,6.2,330,0.000271271457535721
2018-01-13 11:00:00,259.85,103380,5.7,330,0.000219946118359941
2018-01-13 12:00:00,259.85,103440,6.2,330,0.000219818540123385
2018-01-13 13:00:00,259.25,103510,5.7,320,0.000197503138389981
2018-01-13 14:00:00,258.75,103600,5.7,330,0.000187090884147062
2018-01-13 15:00:00,259.85,103650,4.1,320,0.000210197326814137
2018-01-13 16:00:00,260.95,103710,5.1,330,0.000212716901734328
2018-01-13 17:00:00,261.45,103720,4.6,330,0.000203658958822812
2018-01-13 18:00:00,262.55,103690,5.1,330,0.000228371201368001
2018-01-13 19:00:00,263.15,103650,3.1,290,0.000267446370789508
2018-01-13 20:00:00,263.15,103640,2.6,290,0.000256116306245114
2018-01-13 21:00:00,264.25,103650,3.6,330,0.000286609272682046
